Date,Time,Lock Option,Number of Threads,No. of Links Visited
2022-28-05,09.00.17AM,Semaphorelock,4,33182
2022-28-05,09.00.21AM,Semaphorelock,4,33812
2022-28-05,09.00.25AM,Semaphorelock,4,34042
2022-28-05,09.00.29AM,Semaphorelock,4,33702
2022-28-05,09.00.32AM,Monitorlock,5,35796
2022-28-05,09.00.36AM,Monitorlock,5,34872
2022-28-05,09.00.40AM,Monitorlock,5,36422
2022-28-05,09.00.43AM,Monitorlock,5,35402
2022-28-05,09.00.47AM,Monitorlock,5,36001
2022-28-05,09.00.51AM,Monitorlock,5,34692
2022-28-05,09.00.54AM,Monitorlock,5,34922
2022-28-05,09.00.58AM,Monitorlock,5,35272
2022-28-05,09.01.02AM,Monitorlock,5,35552
2022-28-05,09.01.06AM,Monitorlock,5,36392
2022-28-05,09.01.09AM,Monitorlock,5,34990
2022-28-05,09.01.13AM,Monitorlock,5,35202
2022-28-05,09.01.17AM,Monitorlock,5,35882
2022-28-05,09.01.20AM,Monitorlock,5,35292
2022-28-05,09.01.24AM,Monitorlock,5,36242
2022-28-05,09.01.28AM,Monitorlock,5,36432
2022-28-05,09.01.31AM,Monitorlock,5,35492
2022-28-05,09.01.35AM,Monitorlock,5,35535
2022-28-05,09.01.39AM,Monitorlock,5,34842
2022-28-05,09.01.42AM,Monitorlock,5,35362
2022-28-05,09.01.46AM,Monitorlock,5,36052
2022-28-05,09.01.50AM,Lockfree,6,2344
2022-28-05,09.01.54AM,Lockfree,6,1979
2022-28-05,09.01.57AM,Lockfree,6,2064
2022-28-05,09.02.01AM,Lockfree,6,2027
2022-28-05,09.02.05AM,Lockfree,6,2039
2022-28-05,09.02.08AM,Lockfree,6,2103
2022-28-05,09.02.12AM,Lockfree,6,2164
2022-28-05,09.02.16AM,Lockfree,6,2175
2022-28-05,09.02.20AM,Lockfree,6,2000
2022-28-05,09.02.23AM,Lockfree,6,2200
2022-28-05,09.02.27AM,Lockfree,6,2062
2022-28-05,09.02.31AM,Lockfree,6,1961
2022-28-05,09.02.34AM,Lockfree,6,2004
2022-28-05,09.02.38AM,Lockfree,6,2025
2022-28-05,09.02.42AM,Lockfree,6,1884
2022-28-05,09.02.46AM,Lockfree,6,2083
2022-28-05,09.02.49AM,Lockfree,6,2045
2022-28-05,09.02.53AM,Lockfree,6,2046
2022-28-05,09.02.57AM,Lockfree,6,2001
2022-28-05,09.03.00AM,Lockfree,6,1985
2022-28-05,09.03.04AM,Lockfree,6,2004
2022-28-05,09.03.08AM,Semaphorelock,7,33452
2022-28-05,09.03.12AM,Semaphorelock,7,34212
2022-28-05,09.03.15AM,Semaphorelock,7,33122
2022-28-05,09.03.19AM,Semaphorelock,7,33602
2022-28-05,09.03.23AM,Semaphorelock,7,33062
2022-28-05,09.03.26AM,Semaphorelock,7,34152
2022-28-05,09.03.30AM,Semaphorelock,7,34094
2022-28-05,09.03.34AM,Semaphorelock,7,33712
2022-28-05,09.03.38AM,Semaphorelock,7,33591
2022-28-05,09.03.41AM,Semaphorelock,7,32922
2022-28-05,09.03.45AM,Semaphorelock,7,34062
2022-28-05,09.03.49AM,Semaphorelock,7,33722
2022-28-05,09.03.52AM,Semaphorelock,7,33182
2022-28-05,09.03.56AM,Semaphorelock,7,33212
2022-28-05,09.04.00AM,Semaphorelock,7,32612
2022-28-05,09.04.03AM,Semaphorelock,7,33342
2022-28-05,09.04.07AM,Semaphorelock,7,33427
2022-28-05,09.04.11AM,Semaphorelock,7,33432
2022-28-05,09.04.14AM,Semaphorelock,7,32562
2022-28-05,09.04.18AM,Semaphorelock,7,33602
2022-28-05,09.04.22AM,Semaphorelock,7,34122
2022-28-05,09.04.25AM,Monitorlock,8,33231
2022-28-05,09.04.29AM,Monitorlock,8,34506
2022-28-05,09.04.33AM,Monitorlock,8,34167
2022-28-05,09.04.36AM,Monitorlock,8,34562
2022-28-05,09.04.40AM,Monitorlock,8,34802
2022-28-05,09.04.44AM,Monitorlock,8,34282
2022-28-05,09.04.48AM,Monitorlock,8,33932
2022-28-05,09.04.51AM,Monitorlock,8,34876
2022-28-05,09.04.55AM,Monitorlock,8,35041
2022-28-05,09.04.59AM,Monitorlock,8,34222
2022-28-05,09.05.03AM,Monitorlock,8,33842
2022-28-05,09.05.06AM,Monitorlock,8,34832
2022-28-05,09.05.10AM,Monitorlock,8,34381
2022-28-05,09.05.14AM,Monitorlock,8,34552
2022-28-05,09.05.17AM,Monitorlock,8,34742
2022-28-05,09.05.21AM,Monitorlock,8,34127
2022-28-05,09.05.25AM,Monitorlock,8,34352
2022-28-05,09.05.29AM,Monitorlock,8,34202
2022-28-05,09.05.32AM,Monitorlock,8,34812
2022-28-05,09.05.36AM,Monitorlock,8,34222
2022-28-05,09.05.40AM,Monitorlock,8,34219
2022-28-05,09.05.43AM,Lockfree,9,2265
2022-28-05,09.05.47AM,Lockfree,9,2241
2022-28-05,09.05.51AM,Lockfree,9,2701
2022-28-05,09.05.55AM,Lockfree,9,2737
2022-28-05,09.05.58AM,Lockfree,9,2644
2022-28-05,09.06.02AM,Lockfree,9,2553
2022-28-05,09.06.06AM,Lockfree,9,2611
2022-28-05,09.06.10AM,Lockfree,9,2577
2022-28-05,09.06.13AM,Lockfree,9,2516
2022-28-05,09.06.17AM,Lockfree,9,2641
2022-28-05,09.06.21AM,Lockfree,9,2411
2022-28-05,09.06.24AM,Lockfree,9,2698
2022-28-05,09.06.28AM,Lockfree,9,2468
2022-28-05,09.06.32AM,Lockfree,9,2554
2022-28-05,09.06.36AM,Lockfree,9,2571
2022-28-05,09.06.39AM,Lockfree,9,2745
2022-28-05,09.06.43AM,Lockfree,9,2672
2022-28-05,09.06.47AM,Lockfree,9,2312
2022-28-05,09.06.50AM,Lockfree,9,2635
2022-28-05,09.06.54AM,Lockfree,9,2542
2022-28-05,09.06.58AM,Lockfree,9,2629
2022-28-05,09.07.02AM,Semaphorelock,10,32940
2022-28-05,09.07.05AM,Semaphorelock,10,32642
2022-28-05,09.07.09AM,Semaphorelock,10,32937
2022-28-05,09.07.13AM,Semaphorelock,10,32672
2022-28-05,09.07.17AM,Semaphorelock,10,32802
2022-28-05,09.07.20AM,Semaphorelock,10,32933
2022-28-05,09.07.24AM,Semaphorelock,10,33032
2022-28-05,09.07.28AM,Semaphorelock,10,33227
2022-28-05,09.07.31AM,Semaphorelock,10,31057
2022-28-05,09.07.35AM,Semaphorelock,10,31622
2022-28-05,09.07.39AM,Semaphorelock,10,32462
2022-28-05,09.07.43AM,Semaphorelock,10,32932
2022-28-05,09.07.46AM,Semaphorelock,10,32909
2022-28-05,09.07.50AM,Semaphorelock,10,32662
2022-28-05,09.07.54AM,Semaphorelock,10,32881
2022-28-05,09.07.57AM,Semaphorelock,10,32432
2022-28-05,09.08.01AM,Semaphorelock,10,32382
2022-28-05,09.08.05AM,Semaphorelock,10,32862
2022-28-05,09.08.09AM,Semaphorelock,10,32112
2022-28-05,09.08.12AM,Semaphorelock,10,32612
2022-28-05,09.08.16AM,Semaphorelock,10,33022
2022-28-05,09.08.20AM,Monitorlock,11,32714
2022-28-05,09.08.23AM,Monitorlock,11,34160
2022-28-05,09.08.27AM,Monitorlock,11,33566
2022-28-05,09.08.31AM,Monitorlock,11,33613
2022-28-05,09.08.34AM,Monitorlock,11,33312
2022-28-05,09.08.38AM,Monitorlock,11,32992
2022-28-05,09.08.42AM,Monitorlock,11,33760
2022-28-05,09.08.46AM,Monitorlock,11,32937
2022-28-05,09.08.49AM,Monitorlock,11,34060
2022-28-05,09.08.53AM,Monitorlock,11,32912
2022-28-05,09.08.57AM,Monitorlock,11,33582
2022-28-05,09.09.01AM,Monitorlock,11,33612
2022-28-05,09.09.04AM,Monitorlock,11,32622
2022-28-05,09.09.08AM,Monitorlock,11,33122
2022-28-05,09.09.12AM,Monitorlock,11,33872
2022-28-05,09.09.15AM,Monitorlock,11,33184
2022-28-05,09.09.19AM,Monitorlock,11,33462
2022-28-05,09.09.23AM,Monitorlock,11,32642
2022-28-05,09.09.27AM,Monitorlock,11,33268
2022-28-05,09.09.30AM,Monitorlock,11,32871
2022-28-05,09.09.34AM,Monitorlock,11,32536
2022-28-05,09.09.38AM,Lockfree,12,2750
2022-28-05,09.09.41AM,Lockfree,12,2848
2022-28-05,09.09.45AM,Lockfree,12,2893
2022-28-05,09.09.49AM,Lockfree,12,2952
2022-28-05,09.09.53AM,Lockfree,12,2756
2022-28-05,09.09.56AM,Lockfree,12,2909
2022-28-05,09.10.00AM,Lockfree,12,2820
2022-28-05,09.10.04AM,Lockfree,12,2690
2022-28-05,09.10.08AM,Lockfree,12,2704
2022-28-05,09.10.11AM,Lockfree,12,2814
2022-28-05,09.10.15AM,Lockfree,12,3014
2022-28-05,09.10.19AM,Lockfree,12,2772
2022-28-05,09.10.22AM,Lockfree,12,2940
2022-28-05,09.10.26AM,Lockfree,12,2754
2022-28-05,09.10.30AM,Lockfree,12,2784
2022-28-05,09.10.34AM,Lockfree,12,2938
2022-28-05,09.10.37AM,Lockfree,12,2784
2022-28-05,09.10.41AM,Lockfree,12,2781
2022-28-05,09.10.45AM,Lockfree,12,2985
2022-28-05,09.10.49AM,Lockfree,12,2787
2022-28-05,09.10.52AM,Lockfree,12,2753
2022-28-05,09.10.56AM,Semaphorelock,13,32279
2022-28-05,09.11.00AM,Semaphorelock,13,32262
2022-28-05,09.11.04AM,Semaphorelock,13,32263
2022-28-05,09.11.07AM,Semaphorelock,13,32137
2022-28-05,09.11.11AM,Semaphorelock,13,32020
2022-28-05,09.11.15AM,Semaphorelock,13,32343
2022-28-05,09.11.19AM,Semaphorelock,13,31679
2022-28-05,09.11.22AM,Semaphorelock,13,32288
2022-28-05,09.11.26AM,Semaphorelock,13,30852
2022-28-05,09.11.30AM,Semaphorelock,13,32569
2022-28-05,09.11.33AM,Semaphorelock,13,31571
2022-28-05,09.11.37AM,Semaphorelock,13,30741
2022-28-05,09.11.41AM,Semaphorelock,13,31721
2022-28-05,09.11.45AM,Semaphorelock,13,32225
2022-28-05,09.11.48AM,Semaphorelock,13,32253
2022-28-05,09.11.52AM,Semaphorelock,13,32271
2022-28-05,09.11.56AM,Semaphorelock,13,32313
2022-28-05,09.12.00AM,Semaphorelock,13,32292
2022-28-05,09.12.03AM,Semaphorelock,13,31637
2022-28-05,09.12.07AM,Semaphorelock,13,31068
2022-28-05,09.12.11AM,Semaphorelock,13,32262
2022-28-05,09.12.14AM,Monitorlock,14,32506
2022-28-05,09.12.18AM,Monitorlock,14,32319
2022-28-05,09.12.22AM,Monitorlock,14,32742
2022-28-05,09.12.26AM,Monitorlock,14,33008
2022-28-05,09.12.29AM,Monitorlock,14,32576
2022-28-05,09.12.33AM,Monitorlock,14,33005
2022-28-05,09.12.37AM,Monitorlock,14,32875
2022-28-05,09.12.41AM,Monitorlock,14,32888
2022-28-05,09.12.44AM,Monitorlock,14,32962
2022-28-05,09.12.48AM,Monitorlock,14,32993
2022-28-05,09.12.52AM,Monitorlock,14,32702
2022-28-05,09.12.55AM,Monitorlock,14,32222
2022-28-05,09.12.59AM,Monitorlock,14,32586
2022-28-05,09.13.03AM,Monitorlock,14,32672
2022-28-05,09.13.06AM,Monitorlock,14,32349
2022-28-05,09.13.10AM,Monitorlock,14,33204
2022-28-05,09.13.14AM,Monitorlock,14,32902
2022-28-05,09.13.18AM,Monitorlock,14,32822
2022-28-05,09.13.21AM,Monitorlock,14,33023
2022-28-05,09.13.25AM,Monitorlock,14,32982
2022-28-05,09.13.29AM,Monitorlock,14,32832
2022-28-05,09.13.32AM,Lockfree,15,3034
2022-28-05,09.13.36AM,Lockfree,15,2963
2022-28-05,09.13.40AM,Lockfree,15,3010
2022-28-05,09.13.44AM,Lockfree,15,2997
2022-28-05,09.13.47AM,Lockfree,15,2914
2022-28-05,09.13.51AM,Lockfree,15,3019
2022-28-05,09.13.55AM,Lockfree,15,3035
2022-28-05,09.13.58AM,Lockfree,15,3139
2022-28-05,09.14.02AM,Lockfree,15,3082
2022-28-05,09.14.06AM,Lockfree,15,2996
2022-28-05,09.14.10AM,Lockfree,15,3151
2022-28-05,09.14.13AM,Lockfree,15,3136
2022-28-05,09.14.17AM,Lockfree,15,2875
2022-28-05,09.14.21AM,Lockfree,15,2953
2022-28-05,09.14.25AM,Lockfree,15,2731
2022-28-05,09.14.28AM,Lockfree,15,2975
2022-28-05,09.14.32AM,Lockfree,15,2775
2022-28-05,09.14.36AM,Lockfree,15,3024
2022-28-05,09.14.40AM,Lockfree,15,2955
2022-28-05,09.14.43AM,Lockfree,15,2809
2022-28-05,09.14.47AM,Lockfree,15,2872
2022-28-05,09.14.51AM,Semaphorelock,16,31267
2022-28-05,09.14.55AM,Semaphorelock,16,31175
2022-28-05,09.14.58AM,Semaphorelock,16,31678
2022-28-05,09.15.02AM,Semaphorelock,16,31337
2022-28-05,09.15.06AM,Semaphorelock,16,31408
2022-28-05,09.15.09AM,Semaphorelock,16,30720
2022-28-05,09.15.13AM,Semaphorelock,16,31617
2022-28-05,09.15.17AM,Semaphorelock,16,31295
2022-28-05,09.15.21AM,Semaphorelock,16,31855
2022-28-05,09.15.24AM,Semaphorelock,16,31411
2022-28-05,09.15.28AM,Semaphorelock,16,31722
2022-28-05,09.15.32AM,Semaphorelock,16,31862
2022-28-05,09.15.35AM,Semaphorelock,16,29574
2022-28-05,09.15.39AM,Semaphorelock,16,30669
2022-28-05,09.15.43AM,Semaphorelock,16,30523
2022-28-05,09.15.46AM,Semaphorelock,16,30546
2022-28-05,09.15.50AM,Semaphorelock,16,30652
2022-28-05,09.15.54AM,Semaphorelock,16,31052
2022-28-05,09.15.58AM,Semaphorelock,16,30514
2022-28-05,09.16.01AM,Semaphorelock,16,30750
2022-28-05,09.16.05AM,Semaphorelock,16,30244
2022-28-05,09.16.09AM,Monitorlock,17,32095
2022-28-05,09.16.12AM,Monitorlock,17,32184
2022-28-05,09.16.16AM,Monitorlock,17,31826
2022-28-05,09.16.20AM,Monitorlock,17,31722
2022-28-05,09.16.24AM,Monitorlock,17,32201
2022-28-05,09.16.27AM,Monitorlock,17,32111
2022-28-05,09.16.31AM,Monitorlock,17,31938
2022-28-05,09.16.35AM,Monitorlock,17,31926
2022-28-05,09.16.39AM,Monitorlock,17,32042
2022-28-05,09.16.42AM,Monitorlock,17,32155
2022-28-05,09.16.46AM,Monitorlock,17,31732
2022-28-05,09.16.50AM,Monitorlock,17,32150
2022-28-05,09.16.53AM,Monitorlock,17,31586
2022-28-05,09.16.57AM,Monitorlock,17,30865
2022-28-05,09.17.01AM,Monitorlock,17,31892
2022-28-05,09.17.05AM,Monitorlock,17,31542
2022-28-05,09.17.08AM,Monitorlock,17,31571
2022-28-05,09.17.12AM,Monitorlock,17,32139
2022-28-05,09.17.16AM,Monitorlock,17,32201
2022-28-05,09.17.20AM,Monitorlock,17,32143
2022-28-05,09.17.23AM,Monitorlock,17,32042
2022-28-05,09.17.27AM,Lockfree,18,3164
2022-28-05,09.17.31AM,Lockfree,18,3038
2022-28-05,09.17.35AM,Lockfree,18,3127
2022-28-05,09.17.38AM,Lockfree,18,2947
2022-28-05,09.17.42AM,Lockfree,18,2860
2022-28-05,09.17.46AM,Lockfree,18,2979
2022-28-05,09.17.49AM,Lockfree,18,2902
2022-28-05,09.17.53AM,Lockfree,18,3040
2022-28-05,09.17.57AM,Lockfree,18,2859
2022-28-05,09.18.01AM,Lockfree,18,3013
2022-28-05,09.18.04AM,Lockfree,18,3175
2022-28-05,09.18.08AM,Lockfree,18,3007
2022-28-05,09.18.12AM,Lockfree,18,2866
2022-28-05,09.18.16AM,Lockfree,18,3000
2022-28-05,09.18.19AM,Lockfree,18,2880
2022-28-05,09.18.23AM,Lockfree,18,2965
2022-28-05,09.18.27AM,Lockfree,18,3138
2022-28-05,09.18.31AM,Lockfree,18,3247
2022-28-05,09.18.34AM,Lockfree,18,3170
2022-28-05,09.18.38AM,Lockfree,18,3090
2022-28-05,09.18.42AM,Lockfree,18,2938
2022-28-05,09.18.46AM,Semaphorelock,19,29890
2022-28-05,09.18.49AM,Semaphorelock,19,29777
2022-28-05,09.18.53AM,Semaphorelock,19,30143
2022-28-05,09.18.57AM,Semaphorelock,19,27929
2022-28-05,09.19.00AM,Semaphorelock,19,30121
2022-28-05,09.19.04AM,Semaphorelock,19,28820
2022-28-05,09.19.08AM,Semaphorelock,19,30010
2022-28-05,09.19.11AM,Semaphorelock,19,29800
2022-28-05,09.19.15AM,Semaphorelock,19,29842
2022-28-05,09.19.19AM,Semaphorelock,19,29667
2022-28-05,09.19.23AM,Semaphorelock,19,30164
2022-28-05,09.19.26AM,Semaphorelock,19,29533
2022-28-05,09.19.30AM,Semaphorelock,19,30008
2022-28-05,09.19.34AM,Semaphorelock,19,29592
2022-28-05,09.19.38AM,Semaphorelock,19,30051
2022-28-05,09.19.41AM,Semaphorelock,19,29763
2022-28-05,09.19.45AM,Semaphorelock,19,30117
2022-28-05,09.19.49AM,Semaphorelock,19,29807
2022-28-05,09.19.53AM,Semaphorelock,19,30137
2022-28-05,09.19.56AM,Semaphorelock,19,30014
2022-28-05,09.20.00AM,Semaphorelock,19,30262
2022-28-05,09.20.04AM,Monitorlock,20,30921
2022-28-05,09.20.08AM,Monitorlock,20,31116
2022-28-05,09.20.11AM,Monitorlock,20,30779
2022-28-05,09.20.15AM,Monitorlock,20,31343
2022-28-05,09.20.19AM,Monitorlock,20,31138
2022-28-05,09.20.22AM,Monitorlock,20,31084
2022-28-05,09.20.26AM,Monitorlock,20,30432
2022-28-05,09.20.30AM,Monitorlock,20,31076
2022-28-05,09.20.34AM,Monitorlock,20,30774
2022-28-05,09.20.37AM,Monitorlock,20,31228
2022-28-05,09.20.41AM,Monitorlock,20,30651
2022-28-05,09.20.45AM,Monitorlock,20,31452
2022-28-05,09.20.48AM,Monitorlock,20,30783
2022-28-05,09.20.52AM,Monitorlock,20,31112
2022-28-05,09.20.56AM,Monitorlock,20,31404
2022-28-05,09.21.00AM,Monitorlock,20,30452
2022-28-05,09.21.03AM,Monitorlock,20,30895
2022-28-05,09.21.07AM,Monitorlock,20,26875
2022-28-05,09.21.11AM,Monitorlock,20,29626
2022-28-05,09.21.15AM,Monitorlock,20,30939
2022-28-05,09.21.18AM,Monitorlock,20,30792
2022-28-05,09.21.22AM,Lockfree,21,2993
2022-28-05,09.21.26AM,Lockfree,21,2991
2022-28-05,09.21.30AM,Lockfree,21,2874
2022-28-05,09.21.33AM,Lockfree,21,2942
2022-28-05,09.21.37AM,Lockfree,21,3055
2022-28-05,09.21.41AM,Lockfree,21,2854
2022-28-05,09.21.45AM,Lockfree,21,2983
2022-28-05,09.21.48AM,Lockfree,21,3103
2022-28-05,09.21.52AM,Lockfree,21,3182
2022-28-05,09.21.56AM,Lockfree,21,3122
2022-28-05,09.22.00AM,Lockfree,21,2955
2022-28-05,09.22.03AM,Lockfree,21,3087
2022-28-05,09.22.07AM,Lockfree,21,3042
2022-28-05,09.22.11AM,Lockfree,21,3141
2022-28-05,09.22.15AM,Lockfree,21,3218
2022-28-05,09.22.18AM,Lockfree,21,3071
2022-28-05,09.22.22AM,Lockfree,21,2928
2022-28-05,09.22.26AM,Lockfree,21,3002
2022-28-05,09.22.30AM,Lockfree,21,2955
2022-28-05,09.22.34AM,Lockfree,21,2967
2022-28-05,09.22.37AM,Lockfree,21,2831
2022-28-05,09.22.41AM,Semaphorelock,22,28877
2022-28-05,09.22.45AM,Semaphorelock,22,28782
2022-28-05,09.22.49AM,Semaphorelock,22,29194
2022-28-05,09.22.52AM,Semaphorelock,22,29227
2022-28-05,09.22.56AM,Semaphorelock,22,28829
2022-28-05,09.23.00AM,Semaphorelock,22,29380
2022-28-05,09.23.03AM,Semaphorelock,22,29140
2022-28-05,09.23.07AM,Semaphorelock,22,29211
2022-28-05,09.23.11AM,Semaphorelock,22,29362
2022-28-05,09.23.15AM,Semaphorelock,22,29098
2022-28-05,09.23.18AM,Semaphorelock,22,28964
2022-28-05,09.23.22AM,Semaphorelock,22,29477
2022-28-05,09.23.26AM,Semaphorelock,22,29464
2022-28-05,09.23.30AM,Semaphorelock,22,28911
2022-28-05,09.23.33AM,Semaphorelock,22,29267
2022-28-05,09.23.37AM,Semaphorelock,22,29256
2022-28-05,09.23.41AM,Semaphorelock,22,29301
2022-28-05,09.23.44AM,Semaphorelock,22,29154
2022-28-05,09.23.48AM,Semaphorelock,22,29259
2022-28-05,09.23.52AM,Semaphorelock,22,29152
2022-28-05,09.23.55AM,Semaphorelock,22,29338
2022-28-05,09.23.59AM,Monitorlock,23,30562
2022-28-05,09.24.03AM,Monitorlock,23,30554
2022-28-05,09.24.07AM,Monitorlock,23,30306
2022-28-05,09.24.10AM,Monitorlock,23,30077
2022-28-05,09.24.14AM,Monitorlock,23,30567
2022-28-05,09.24.18AM,Monitorlock,23,30334
2022-28-05,09.24.21AM,Monitorlock,23,30601
2022-28-05,09.24.25AM,Monitorlock,23,30557
2022-28-05,09.24.29AM,Monitorlock,23,30671
2022-28-05,09.24.32AM,Monitorlock,23,30666
2022-28-05,09.24.36AM,Monitorlock,23,30840
2022-28-05,09.24.40AM,Monitorlock,23,29446
2022-28-05,09.24.44AM,Monitorlock,23,30537
2022-28-05,09.24.47AM,Monitorlock,23,29390
2022-28-05,09.24.51AM,Monitorlock,23,30529
2022-28-05,09.24.55AM,Monitorlock,23,30862
2022-28-05,09.24.58AM,Monitorlock,23,30652
2022-28-05,09.25.02AM,Monitorlock,23,28754
2022-28-05,09.25.06AM,Monitorlock,23,30582
2022-28-05,09.25.10AM,Monitorlock,23,30485
2022-28-05,09.25.13AM,Monitorlock,23,30652
2022-28-05,09.25.17AM,Lockfree,24,2897
2022-28-05,09.25.21AM,Lockfree,24,2858
2022-28-05,09.25.25AM,Lockfree,24,3117
2022-28-05,09.25.28AM,Lockfree,24,2906
2022-28-05,09.25.32AM,Lockfree,24,3256
2022-28-05,09.25.36AM,Lockfree,24,2957
2022-28-05,09.25.40AM,Lockfree,24,3105
2022-28-05,09.25.44AM,Lockfree,24,3010
2022-28-05,09.25.47AM,Lockfree,24,2980
2022-28-05,09.25.51AM,Lockfree,24,2998
2022-28-05,09.25.55AM,Lockfree,24,3193
2022-28-05,09.25.59AM,Lockfree,24,3037
2022-28-05,09.26.02AM,Lockfree,24,3235
2022-28-05,09.26.06AM,Lockfree,24,2793
2022-28-05,09.26.10AM,Lockfree,24,3151
2022-28-05,09.26.14AM,Lockfree,24,2784
2022-28-05,09.26.17AM,Lockfree,24,2901
2022-28-05,09.26.21AM,Lockfree,24,2863
2022-28-05,09.26.25AM,Lockfree,24,3023
2022-28-05,09.26.29AM,Lockfree,24,2930
2022-28-05,09.26.32AM,Lockfree,24,2869
2022-28-05,09.26.36AM,Semaphorelock,25,29073
2022-28-05,09.26.40AM,Semaphorelock,25,28822
2022-28-05,09.26.44AM,Semaphorelock,25,29150
2022-28-05,09.26.47AM,Semaphorelock,25,29152
2022-28-05,09.26.51AM,Semaphorelock,25,29242
2022-28-05,09.26.55AM,Semaphorelock,25,28950
2022-28-05,09.26.58AM,Semaphorelock,25,28964
2022-28-05,09.27.02AM,Semaphorelock,25,27587
2022-28-05,09.27.06AM,Semaphorelock,25,28386
2022-28-05,09.27.09AM,Semaphorelock,25,28648
2022-28-05,09.27.13AM,Semaphorelock,25,28661
