Date,Time,Lock Option,Number of Threads,No. of Links Visited
2022-28-05,03.13.02PM,Monitorlock,15,28819
2022-28-05,03.13.06PM,Lockfree,15,1462
2022-28-05,03.13.10PM,Semaphorelock,15,27742
2022-28-05,03.13.14PM,Monitorlock,15,28788
2022-28-05,03.13.17PM,Lockfree,15,1440
2022-28-05,03.13.21PM,Semaphorelock,15,28434
2022-28-05,03.13.25PM,Monitorlock,15,28795
2022-28-05,03.13.28PM,Lockfree,15,1488
2022-28-05,03.13.32PM,Semaphorelock,15,27954
2022-28-05,03.13.36PM,Monitorlock,15,28797
2022-28-05,03.13.40PM,Lockfree,15,1445
2022-28-05,03.13.43PM,Semaphorelock,15,28494
2022-28-05,03.13.47PM,Monitorlock,15,28514
2022-28-05,03.13.51PM,Lockfree,17,1529
2022-28-05,03.13.55PM,Semaphorelock,17,28162
2022-28-05,03.13.58PM,Monitorlock,17,28242
2022-28-05,03.14.02PM,Lockfree,17,1422
2022-28-05,03.14.06PM,Semaphorelock,17,28273
2022-28-05,03.14.09PM,Monitorlock,17,28042
2022-28-05,03.14.13PM,Lockfree,17,1572
2022-28-05,03.14.17PM,Semaphorelock,17,28261
2022-28-05,03.14.21PM,Monitorlock,17,27836
2022-28-05,03.14.24PM,Lockfree,17,1465
2022-28-05,03.14.28PM,Semaphorelock,17,28125
2022-28-05,03.14.32PM,Monitorlock,17,27557
2022-28-05,03.14.35PM,Lockfree,17,1444
2022-28-05,03.14.39PM,Semaphorelock,17,28411
2022-28-05,03.14.43PM,Monitorlock,17,28116
2022-28-05,03.14.47PM,Lockfree,19,1518
2022-28-05,03.14.50PM,Semaphorelock,19,28066
2022-28-05,03.14.54PM,Monitorlock,19,27177
2022-28-05,03.14.58PM,Lockfree,19,1530
2022-28-05,03.15.02PM,Semaphorelock,19,28079
2022-28-05,03.15.05PM,Monitorlock,19,27338
2022-28-05,03.15.09PM,Lockfree,19,1536
2022-28-05,03.15.13PM,Semaphorelock,19,27760
2022-28-05,03.15.16PM,Monitorlock,19,27534
2022-28-05,03.15.20PM,Lockfree,19,1443
2022-28-05,03.15.24PM,Semaphorelock,19,27846
2022-28-05,03.15.28PM,Monitorlock,19,26970
2022-28-05,03.15.31PM,Lockfree,19,1512
2022-28-05,03.15.35PM,Semaphorelock,19,28029
2022-28-05,03.15.39PM,Monitorlock,19,27351
2022-28-05,03.15.42PM,Lockfree,21,1517
2022-28-05,03.15.46PM,Semaphorelock,21,28081
2022-28-05,03.15.51PM,Monitorlock,21,132
2022-28-05,03.15.55PM,Lockfree,21,1449
2022-28-05,03.15.59PM,Semaphorelock,21,27557
2022-28-05,03.16.03PM,Monitorlock,21,132
2022-28-05,03.16.07PM,Lockfree,21,1513
2022-28-05,03.16.11PM,Semaphorelock,21,27893
2022-28-05,03.16.16PM,Monitorlock,21,152
2022-28-05,03.16.19PM,Lockfree,21,1464
2022-28-05,03.16.23PM,Semaphorelock,21,28274
2022-28-05,03.16.28PM,Monitorlock,21,132
2022-28-05,03.16.32PM,Lockfree,21,1577
2022-28-05,03.16.35PM,Semaphorelock,21,28002
2022-28-05,03.16.40PM,Monitorlock,21,102
2022-28-05,03.16.44PM,Lockfree,23,1587
2022-28-05,03.16.48PM,Semaphorelock,23,28170
2022-28-05,03.16.52PM,Monitorlock,23,114
2022-28-05,03.16.56PM,Lockfree,23,1483
2022-28-05,03.17.00PM,Semaphorelock,23,27957
2022-28-05,03.17.05PM,Monitorlock,23,134
2022-28-05,03.17.08PM,Lockfree,23,1585
2022-28-05,03.17.12PM,Semaphorelock,23,27841
2022-28-05,03.17.17PM,Monitorlock,23,84
2022-28-05,03.17.20PM,Lockfree,23,1506
2022-28-05,03.17.24PM,Semaphorelock,23,28068
2022-28-05,03.17.29PM,Monitorlock,23,124
2022-28-05,03.17.33PM,Lockfree,23,1521
2022-28-05,03.17.37PM,Semaphorelock,23,27769
2022-28-05,03.17.41PM,Monitorlock,23,144
2022-28-05,03.17.45PM,Lockfree,25,1348
2022-28-05,03.17.49PM,Semaphorelock,25,27910
2022-28-05,03.17.54PM,Monitorlock,25,136
2022-28-05,03.17.57PM,Lockfree,25,1433
2022-28-05,03.18.01PM,Semaphorelock,25,28073
2022-28-05,03.18.06PM,Monitorlock,25,126
2022-28-05,03.18.10PM,Lockfree,25,1417
2022-28-05,03.18.13PM,Semaphorelock,25,27818
2022-28-05,03.18.18PM,Monitorlock,25,106
2022-28-05,03.18.22PM,Lockfree,25,1456
2022-28-05,03.18.26PM,Semaphorelock,25,27872
2022-28-05,03.18.30PM,Monitorlock,25,116
2022-28-05,03.18.34PM,Lockfree,25,1470
2022-28-05,03.18.38PM,Semaphorelock,25,27550
2022-28-05,03.18.43PM,Monitorlock,25,126
2022-28-05,03.18.46PM,Lockfree,27,1552
2022-28-05,03.18.50PM,Semaphorelock,27,27876
2022-28-05,03.18.55PM,Monitorlock,27,108
2022-28-05,03.18.59PM,Lockfree,27,1353
2022-28-05,03.19.03PM,Semaphorelock,27,27863
2022-28-05,03.19.07PM,Monitorlock,27,78
2022-28-05,03.19.11PM,Lockfree,27,1526
2022-28-05,03.19.15PM,Semaphorelock,27,28030
2022-28-05,03.19.20PM,Monitorlock,27,48
2022-28-05,03.19.23PM,Lockfree,27,1541
2022-28-05,03.19.27PM,Semaphorelock,27,28081
2022-28-05,03.19.32PM,Monitorlock,27,108
2022-28-05,03.19.36PM,Lockfree,27,1558
2022-28-05,03.19.39PM,Semaphorelock,27,27926
2022-28-05,03.19.44PM,Monitorlock,27,48
2022-28-05,03.19.48PM,Lockfree,29,1503
2022-28-05,03.19.52PM,Semaphorelock,29,27733
2022-28-05,03.19.56PM,Monitorlock,29,50
2022-28-05,03.20.00PM,Lockfree,29,1491
2022-28-05,03.20.04PM,Semaphorelock,29,27653
2022-28-05,03.20.09PM,Monitorlock,29,50
2022-28-05,03.20.12PM,Lockfree,29,1554
2022-28-05,03.20.16PM,Semaphorelock,29,28014
2022-28-05,03.20.21PM,Monitorlock,29,120
2022-28-05,03.20.25PM,Lockfree,29,1526
2022-28-05,03.20.29PM,Semaphorelock,29,27791
2022-28-05,03.20.33PM,Monitorlock,29,50
2022-28-05,03.20.37PM,Lockfree,29,1549
2022-28-05,03.20.41PM,Semaphorelock,29,27752
2022-28-05,03.20.46PM,Monitorlock,29,50
2022-28-05,03.20.49PM,Lockfree,31,1394
2022-28-05,03.20.53PM,Semaphorelock,31,27786
2022-28-05,03.20.58PM,Monitorlock,31,52
2022-28-05,03.21.02PM,Lockfree,31,1412
2022-28-05,03.21.05PM,Semaphorelock,31,27612
2022-28-05,03.21.10PM,Monitorlock,31,52
2022-28-05,03.21.14PM,Lockfree,31,1460
2022-28-05,03.21.18PM,Semaphorelock,31,27572
2022-28-05,03.21.23PM,Monitorlock,31,52
2022-28-05,03.21.26PM,Lockfree,31,1479
2022-28-05,03.21.30PM,Semaphorelock,31,28087
2022-28-05,03.21.35PM,Monitorlock,31,52
2022-28-05,03.21.39PM,Lockfree,31,1441
2022-28-05,03.21.42PM,Semaphorelock,31,27979
2022-28-05,03.21.47PM,Monitorlock,31,52
2022-28-05,03.21.51PM,Lockfree,33,1340
2022-28-05,03.21.55PM,Semaphorelock,33,27170
2022-28-05,03.22.00PM,Monitorlock,33,54
2022-28-05,03.22.03PM,Lockfree,33,1438
2022-28-05,03.22.07PM,Semaphorelock,33,27325
2022-28-05,03.22.12PM,Monitorlock,33,53
2022-28-05,03.22.16PM,Lockfree,33,1367
2022-28-05,03.22.19PM,Semaphorelock,33,27787
2022-28-05,03.22.24PM,Monitorlock,33,53
2022-28-05,03.22.28PM,Lockfree,33,1478
2022-28-05,03.22.32PM,Semaphorelock,33,27589
2022-28-05,03.22.36PM,Monitorlock,33,54
2022-28-05,03.22.40PM,Lockfree,33,1386
2022-28-05,03.22.44PM,Semaphorelock,33,27784
2022-28-05,03.22.49PM,Monitorlock,33,53
2022-28-05,03.22.52PM,Lockfree,35,1457
2022-28-05,03.22.56PM,Semaphorelock,35,27649
2022-28-05,03.23.01PM,Monitorlock,35,56
2022-28-05,03.23.05PM,Lockfree,35,1406
2022-28-05,03.23.09PM,Semaphorelock,35,27427
2022-28-05,03.23.13PM,Monitorlock,35,56
2022-28-05,03.23.17PM,Lockfree,35,1404
2022-28-05,03.23.21PM,Semaphorelock,35,27396
2022-28-05,03.23.26PM,Monitorlock,35,56
2022-28-05,03.23.29PM,Lockfree,35,1454
2022-28-05,03.23.33PM,Semaphorelock,35,27337
2022-28-05,03.23.38PM,Monitorlock,35,56
2022-28-05,03.23.42PM,Lockfree,35,1289
2022-28-05,03.23.46PM,Semaphorelock,35,27471
2022-28-05,03.23.50PM,Monitorlock,35,56
2022-28-05,03.23.54PM,Lockfree,37,1326
2022-28-05,03.23.58PM,Semaphorelock,37,27295
2022-28-05,03.24.03PM,Monitorlock,37,58
2022-28-05,03.24.06PM,Lockfree,37,1403
2022-28-05,03.24.10PM,Semaphorelock,37,27697
2022-28-05,03.24.15PM,Monitorlock,37,58
2022-28-05,03.24.19PM,Lockfree,37,1343
2022-28-05,03.24.22PM,Semaphorelock,37,27304
2022-28-05,03.24.27PM,Monitorlock,37,58
2022-28-05,03.24.31PM,Lockfree,37,1361
2022-28-05,03.24.35PM,Semaphorelock,37,27706
2022-28-05,03.24.40PM,Monitorlock,37,58
2022-28-05,03.24.43PM,Lockfree,37,1317
2022-28-05,03.24.47PM,Semaphorelock,37,27737
2022-28-05,03.24.52PM,Monitorlock,37,58
2022-28-05,03.24.56PM,Lockfree,39,1296
2022-28-05,03.25.00PM,Semaphorelock,39,27353
2022-28-05,03.25.04PM,Monitorlock,39,60
2022-28-05,03.25.08PM,Lockfree,39,1242
2022-28-05,03.25.12PM,Semaphorelock,39,27631
2022-28-05,03.25.17PM,Monitorlock,39,60
2022-28-05,03.25.21PM,Lockfree,39,1396
2022-28-05,03.25.24PM,Semaphorelock,39,27291
2022-28-05,03.25.29PM,Monitorlock,39,60
2022-28-05,03.25.33PM,Lockfree,39,1393
2022-28-05,03.25.37PM,Semaphorelock,39,27148
2022-28-05,03.25.42PM,Monitorlock,39,60
2022-28-05,03.25.45PM,Lockfree,39,1407
2022-28-05,03.25.49PM,Semaphorelock,39,27692
2022-28-05,03.25.54PM,Monitorlock,39,60
2022-28-05,03.25.58PM,Lockfree,41,1326
2022-28-05,03.26.01PM,Semaphorelock,41,27312
2022-28-05,03.26.06PM,Monitorlock,41,62
2022-28-05,03.26.10PM,Lockfree,41,1345
2022-28-05,03.26.14PM,Semaphorelock,41,27495
2022-28-05,03.26.19PM,Monitorlock,41,62
2022-28-05,03.26.22PM,Lockfree,41,1291
2022-28-05,03.26.26PM,Semaphorelock,41,27302
2022-28-05,03.26.31PM,Monitorlock,41,62
2022-28-05,03.26.35PM,Lockfree,41,1309
2022-28-05,03.26.38PM,Semaphorelock,41,27416
2022-28-05,03.26.43PM,Monitorlock,41,62
2022-28-05,03.26.47PM,Lockfree,41,1414
2022-28-05,03.26.51PM,Semaphorelock,41,26838
2022-28-05,03.26.56PM,Monitorlock,41,62
2022-28-05,03.26.59PM,Lockfree,43,1303
2022-28-05,03.27.03PM,Semaphorelock,43,26958
2022-28-05,03.27.08PM,Monitorlock,43,64
2022-28-05,03.27.12PM,Lockfree,43,1359
2022-28-05,03.27.16PM,Semaphorelock,43,26515
2022-28-05,03.27.20PM,Monitorlock,43,64
2022-28-05,03.27.24PM,Lockfree,43,1351
2022-28-05,03.27.28PM,Semaphorelock,43,26959
2022-28-05,03.27.33PM,Monitorlock,43,64
2022-28-05,03.27.37PM,Lockfree,43,1302
2022-28-05,03.27.40PM,Semaphorelock,43,27488
2022-28-05,03.27.45PM,Monitorlock,43,64
2022-28-05,03.27.49PM,Lockfree,43,1390
2022-28-05,03.27.53PM,Semaphorelock,43,27160
2022-28-05,03.27.58PM,Monitorlock,43,64
2022-28-05,03.28.01PM,Lockfree,45,1372
2022-28-05,03.28.05PM,Semaphorelock,45,27192
2022-28-05,03.28.10PM,Monitorlock,45,66
2022-28-05,03.28.14PM,Lockfree,45,1294
2022-28-05,03.28.17PM,Semaphorelock,45,27486
2022-28-05,03.28.22PM,Monitorlock,45,66
2022-28-05,03.28.26PM,Lockfree,45,1330
2022-28-05,03.28.30PM,Semaphorelock,45,27464
2022-28-05,03.28.35PM,Monitorlock,45,65
2022-28-05,03.28.38PM,Lockfree,45,1382
2022-28-05,03.28.42PM,Semaphorelock,45,26981
2022-28-05,03.28.47PM,Monitorlock,45,66
2022-28-05,03.28.51PM,Lockfree,45,1301
2022-28-05,03.28.55PM,Semaphorelock,45,27201
2022-28-05,03.28.59PM,Monitorlock,45,66
2022-28-05,03.29.03PM,Lockfree,47,1237
2022-28-05,03.29.07PM,Semaphorelock,47,27504
2022-28-05,03.29.12PM,Monitorlock,47,68
2022-28-05,03.29.16PM,Lockfree,47,1267
2022-28-05,03.29.19PM,Semaphorelock,47,27481
2022-28-05,03.29.24PM,Monitorlock,47,68
2022-28-05,03.29.28PM,Lockfree,47,1335
2022-28-05,03.29.32PM,Semaphorelock,47,27452
2022-28-05,03.29.37PM,Monitorlock,47,68
2022-28-05,03.29.40PM,Lockfree,47,1300
2022-28-05,03.29.44PM,Semaphorelock,47,27504
2022-28-05,03.29.49PM,Monitorlock,47,68
2022-28-05,03.29.53PM,Lockfree,47,1313
2022-28-05,03.29.57PM,Semaphorelock,47,27240
2022-28-05,03.30.01PM,Monitorlock,47,68
2022-28-05,03.30.05PM,Lockfree,49,1161
2022-28-05,03.30.09PM,Semaphorelock,49,26770
2022-28-05,03.30.14PM,Monitorlock,49,70
2022-28-05,03.30.18PM,Lockfree,49,1154
2022-28-05,03.30.21PM,Semaphorelock,49,27394
2022-28-05,03.30.26PM,Monitorlock,49,70
2022-28-05,03.30.30PM,Lockfree,49,1175
2022-28-05,03.30.34PM,Semaphorelock,49,27066
2022-28-05,03.30.39PM,Monitorlock,49,70
2022-28-05,03.30.42PM,Lockfree,49,1208
2022-28-05,03.30.46PM,Semaphorelock,49,27301
2022-28-05,03.30.51PM,Monitorlock,49,70
2022-28-05,03.30.55PM,Lockfree,49,1283
2022-28-05,03.30.59PM,Semaphorelock,49,27435
2022-28-05,03.31.03PM,Monitorlock,49,70
2022-28-05,04.33.50PM,Lockfree,50,1408
2022-28-05,04.33.54PM,Semaphorelock,50,26221
2022-28-05,04.33.59PM,Monitorlock,50,71
2022-28-05,04.34.02PM,Lockfree,50,1169
2022-28-05,04.34.06PM,Semaphorelock,50,26592
2022-28-05,04.34.11PM,Monitorlock,50,70
2022-28-05,04.34.15PM,Lockfree,50,1218
2022-28-05,04.34.19PM,Semaphorelock,50,27369
2022-28-05,04.34.24PM,Monitorlock,50,71
2022-28-05,04.34.28PM,Lockfree,50,1148
2022-28-05,04.34.31PM,Semaphorelock,50,27396
2022-28-05,04.34.36PM,Monitorlock,50,71
2022-28-05,04.34.40PM,Lockfree,50,1261
2022-28-05,04.34.44PM,Semaphorelock,50,27441
2022-28-05,04.34.48PM,Monitorlock,50,71
